Time	RF	BF	VM	EMG S	F-E
12.22	-0.0383	-0.0083	-0.0195	0.0052	-11
12.221	-0.0218	-0.0128	-0.0233	-0.0293	-11.1
12.222	-0.0353	-0.006	-0.0195	-0.0308	-11.1
12.223	-0.0473	0.012	-0.0165	0.0082	-11.2
12.224	-0.0383	0.0292	-0.0075	0.024	-11.1
12.225	-0.0181	0.0345	0.0082	0.027	-11
12.226	-0.0038	0.0315	0.0322	0.036	-11.1
12.227	0.006	0.0217	0.0592	0.027	-11.1
12.228	0.015	0.0307	0.06	0.0247	-10.9
12.229	0.0187	0.0292	0.054	0.0105	-11.2
12.23	0.0277	0.0127	0.0495	0	-11.1
12.231	0.0352	0.0067	0.0375	0.0067	-11.2
12.232	0.0517	0.0157	0.0307	-0.0008	-11.1
12.233	0.0727	0.0127	0.0352	-0.0015	-11.1
12.234	0.075	0.009	0.0495	-0.024	-11.3
12.235	0.0892	0.0165	0.0532	-0.0495	-11.1
12.236	0.093	0.0217	0.048	-0.0315	-11.3
12.237	0.069	0.0015	0.0457	-0.0195	-11
12.238	0.084	-0.0436	0.0367	-0.0203	-11.1
12.239	0.1912	-0.027	0.0322	-0.0068	-11.1
12.24	0.303	0.0052	0.0255	0.0045	-11
12.241	0.315	0.006	0.018	0.0037	-11
12.242	0.2857	0.012	0.0112	0.0045	-10.8
12.243	0.2017	0.0075	0.0015	0.012	-10.8
12.244	0.135	0.0067	-0.0015	0.0277	-10.7
12.245	0.0982	0.0067	-0.003	0.0307	-10.6
12.246	0.0367	0.0052	-0.0091	0.0247	-10.6
12.247	-0.0053	0.0045	-0.0256	0.0127	-10.5
12.248	-0.0585	-0.003	-0.0315	-0.0143	-10.5
12.249	-0.0825	-0.0046	-0.0375	-0.0263	-10.2
12.25	-0.1155	-0.0046	-0.0458	-0.012	-10.2
12.251	-0.147	-0.0046	-0.0495	0.0142	-9.9
12.252	-0.1703	-0.0015	-0.0548	0.0307	-10
12.253	-0.195	-0.0068	-0.0615	0.024	-9.8
12.254	-0.192	-0.0165	-0.06	0.0112	-9.8
12.255	-0.18	-0.0105	-0.042	0.0015	-9.7
12.256	-0.1553	-0.003	-0.0308	-0.0083	-9.6
12.257	-0.1485	-0.0008	-0.0353	0.0015	-9.4
12.258	-0.1418	0.0007	-0.0315	0.006	-9.5
12.259	-0.1365	-0.0008	-0.0368	-0.0083	-9.3
12.26	-0.1373	0	-0.0488	-0.012	-9.4
12.261	-0.1268	-0.0046	-0.0495	-0.015	-9.2
12.262	-0.1215	-0.0068	-0.042	-0.0105	-9.2
12.263	-0.1193	-0.0046	-0.0368	-0.0068	-9
12.264	-0.1133	-0.0008	-0.0353	-0.0008	-8.9
12.265	-0.1133	0.003	-0.0308	-0.0046	-8.8
12.266	-0.1215	0.0007	-0.0218	-0.006	-8.8
12.267	-0.126	0.0015	-0.012	0.0097	-9
12.268	-0.135	-0.0015	-0.0046	0.009	-8.6
12.269	-0.1215	-0.0046	-0.0023	0.0067	-8.7
12.27	-0.0915	-0.003	-0.0053	0.009	-8.5
12.271	-0.0728	-0.003	-0.0068	0.0082	-8.5
12.272	-0.0585	-0.0023	-0.0015	0.0135	-8.4
12.273	-0.0488	-0.0015	-0.0015	0.009	-8.4
12.274	-0.0315	0.0007	-0.0105	0.0022	-8.6
12.275	-0.0218	0.0037	-0.0181	0.0082	-8.4
12.276	-0.0098	0.0015	-0.0188	0.0112	-8.4
12.277	0.0007	-0.0053	-0.0181	0.0037	-8.5
12.278	0.009	-0.0075	-0.0263	-0.015	-8.4
12.279	0.0165	-0.0105	-0.0338	-0.0436	-8.6
12.28	0.0187	-0.0105	-0.039	-0.0443	-8.3
12.281	0.027	-0.003	-0.0405	-0.0158	-8.4
12.282	0.0367	-0.0008	-0.0428	-0.0053	-8.2
12.283	0.0457	-0.0023	-0.0383	0.0045	-8.5
12.284	0.0367	-0.0046	-0.03	0.0097	-8.3
12.285	0.0165	-0.003	-0.021	0.009	-8.5
12.286	0.018	0.0015	-0.0143	0.0187	-8.5
12.287	0.039	0.0037	-0.0091	0.0232	-8.4
12.288	0.0555	0.006	-0.0008	0.033	-8.5
12.289	0.054	0.0075	0.0045	0.0382	-8.4
12.29	0.0495	0.0067	0.0142	0.0397	-8.3
12.291	0.045	0.006	0.021	0.018	-8.3
12.292	0.0315	0.0007	0.0255	-0.0293	-8.3
12.293	0.021	-0.003	0.027	-0.0488	-8.5
12.294	0.024	-0.006	0.018	-0.054	-8.3
12.295	0.0262	-0.0068	0.0172	-0.0518	-8.4
12.296	0.0217	-0.0023	0.018	-0.0083	-8.3
12.297	0.0187	0.0015	0.0255	0.012	-8.3
12.298	0.0097	-0.0015	0.0337	0	-8.5
12.299	0.003	-0.0046	0.0405	0.006	-8.2
12.3	-0.0053	-0.0046	0.0442	0.0067	-8.6
12.301	-0.012	-0.0053	0.0457	0.0015	-8.2
12.302	-0.0203	-0.0015	0.045	0	-8.5
12.303	-0.0278	0.0037	0.0405	0.0007	-8.3
12.304	-0.0338	0.0045	0.042	0.0045	-8.2
12.305	-0.0353	0.003	0.0412	0.009	-8.3
12.306	-0.0346	0.0037	0.0427	0.0097	-8.1
12.307	-0.0346	0.0037	0.0435	0.012	-8.1
12.308	-0.0323	0.0022	0.0367	0.018	-8
12.309	-0.033	-0.0015	0.0352	0.0157	-8.1
12.31	-0.0315	-0.0038	0.0352	0.012	-7.9
12.311	-0.0308	-0.0015	0.0345	0.0052	-7.9
12.312	-0.0308	-0.0015	0.0315	0.0015	-8
12.313	-0.0315	0.0007	0.0307	0.0015	-7.7
12.314	-0.0353	0.0022	0.0292	0.0015	-8
12.315	-0.03	0.003	0.024	0.009	-7.6
12.316	-0.0173	0.006	0.0187	0.0157	-7.7
12.317	-0.0083	0.0045	0.0157	0.0142	-7.6
12.318	-0.006	0.0007	0.0165	-0.0015	-7.6
12.319	-0.0053	-0.0023	0.0142	-0.0181	-7.4
12.32	-0.0046	0.0015	0.0172	-0.0181	-7.4
12.321	-0.0008	0.0022	0.027	-0.0098	-7.3
12.322	-0.0023	-0.003	0.039	-0.0053	-7.1
12.323	-0.0008	-0.0046	0.039	-0.006	-7.2
12.324	0.0105	-0.0053	0.0315	-0.0143	-7.1
12.325	0.0187	-0.0023	0.0345	-0.0165	-7.1
12.326	0.024	0.0022	0.0285	-0.0015	-7
12.327	0.0255	0.0037	0.0225	0.0097	-6.8
12.328	0.0247	0.0015	0.0217	0.009	-6.8
12.329	0.0277	0	0.0195	0.0112	-6.7
12.33	0.0285	0.003	0.0172	0.0127	-6.5
12.331	0.033	0.006	0.0135	0.0127	-6.5
12.332	0.0352	0.0045	0.0105	0.018	-6.3
12.333	0.0352	-0.0015	0.0045	0.0165	-6.3
12.334	0.0367	-0.0075	0.0007	-0.0068	-6.3
12.335	0.0382	-0.0091	0.0007	-0.012	-6.2
12.336	0.0367	-0.0053	-0.003	-0.0015	-6.2
12.337	0.0352	0	-0.0053	0.0142	-6
12.338	0.0307	0.0045	-0.0091	0.0375	-6
12.339	0.021	0.006	-0.0143	0.0352	-5.7
12.34	0.0165	0.003	-0.0165	0.0037	-5.8
12.341	0.018	-0.0008	-0.0188	-0.0428	-5.7
12.342	0.0165	-0.0008	-0.0233	-0.0668	-5.5
12.343	0.0165	0.0022	-0.0225	-0.0525	-5.6
12.344	0.0157	0.0067	-0.0225	-0.021	-5.3
12.345	0.0142	0.0067	-0.0233	0.009	-5.4
12.346	0.0135	0.003	-0.024	0.0015	-5.1
12.347	0.0142	-0.0046	-0.027	-0.0158	-5.3
12.348	0.0225	-0.0075	-0.03	-0.0165	-5
12.349	0.0217	-0.0046	-0.0323	-0.0015	-5.1
12.35	0.0172	-0.0008	-0.0308	0.0142	-4.9
12.351	0.0187	-0.0015	-0.0308	0.0052	-5
12.352	0.0157	-0.0038	-0.0323	-0.0008	-4.9
12.353	0.018	-0.0038	-0.0338	-0.003	-4.8
12.354	0.0165	-0.0053	-0.0285	0.0045	-4.8
12.355	0.0052	-0.003	-0.0233	0.024	-4.6
12.356	-0.0075	0.0015	-0.0278	0.0345	-4.5
12.357	-0.0188	0.003	-0.0323	0.0247	-4.5
12.358	-0.0113	-0.003	-0.0383	0.006	-4.5
12.359	0.0037	-0.006	-0.033	-0.0158	-4.5
12.36	0.0082	-0.0068	-0.0225	-0.0263	-4.4
12.361	0.0112	-0.003	-0.0203	0.009	-4.4
12.362	0.0127	0.0037	-0.0218	0.0382	-4.2
12.363	0.0105	0.0045	-0.0195	0.0285	-4.2
12.364	0.0105	0.003	-0.0128	0.0157	-4.3
12.365	0.0052	-0.0015	-0.0105	-0.0158	-4
12.366	0.003	-0.006	-0.006	-0.0263	-4.1
12.367	0.0045	-0.0053	-0.0046	-0.0143	-4.1
12.368	0.0045	-0.003	-0.0015	-0.0068	-4.1
12.369	0.0082	-0.0015	-0.0008	0.0105	-4.1
12.37	0.0067	-0.0008	-0.0046	0.012	-3.9
12.371	0.0075	-0.0008	-0.0023	0.012	-3.9
12.372	0.0157	-0.0008	-0.0015	0.0097	-3.9
12.373	0.0255	-0.0023	0	-0.0023	-4
12.374	0.039	-0.0015	0.0022	0.0007	-3.9
12.375	0.0607	0	0.0045	0.0037	-3.9
12.376	0.069	0.0007	0.0067	0.006	-4
12.377	0.075	0.0007	0.0052	0.0045	-3.9
12.378	0.0907	-0.0023	0.0052	0.0007	-3.9
12.379	0.099	-0.0015	0.0052	0.0045	-3.6
12.38	0.0997	-0.0008	0.003	0.0045	-3.9
12.381	0.1012	-0.003	0.0007	0.003	-3.7
12.382	0.1102	-0.0008	-0.0015	0.0075	-3.8
12.383	0.1185	-0.0008	-0.003	0.0165	-3.7
12.384	0.108	-0.0015	-0.0038	0.0157	-3.8
12.385	0.0802	-0.0008	-0.0046	0.0007	-3.9
12.386	0.033	-0.0008	-0.0046	-0.0091	-3.6
12.387	-0.012	-0.0008	-0.006	-0.0233	-3.6
12.388	-0.0383	-0.0015	-0.0053	-0.027	-3.7
12.389	-0.0608	-0.0015	-0.0046	-0.0256	-3.6
12.39	-0.075	-0.006	-0.0083	-0.0428	-3.6
12.391	-0.081	-0.0046	-0.0113	-0.0315	-3.6
12.392	-0.084	0.0022	-0.0143	0.0022	-3.7
12.393	-0.0915	0.0052	-0.0143	0.0195	-3.4
12.394	-0.1013	0.006	-0.012	0.0195	-3.5
12.395	-0.1095	0.0015	-0.0105	0.0105	-3.5
12.396	-0.114	0	-0.0075	0.0045	-3.4
12.397	-0.114	-0.0038	-0.0068	-0.0015	-3.6
12.398	-0.1125	0	-0.0068	0.003	-3.3
12.399	-0.1058	0.0022	-0.0068	0.009	-3.3
12.4	-0.096	0.0015	-0.0083	0.0075	-3.4
12.401	-0.081	0.0045	-0.0083	0.0037	-3.2
12.402	-0.0623	0.0015	-0.0075	0.003	-3.2
12.403	-0.0511	0	-0.0053	0.0045	-3
12.404	-0.042	-0.003	-0.0023	-0.0023	-3.1
12.405	-0.033	-0.0015	-0.0015	0.0045	-3
12.406	-0.0248	-0.0015	-0.0008	0.009	-2.9
12.407	-0.0195	-0.0015	0.0045	0.009	-2.9
12.408	-0.012	-0.0008	0.0082	0.015	-2.7
12.409	-0.006	-0.003	0.009	0.0112	-2.9
12.41	-0.0038	-0.0046	0.012	0.0165	-2.5
12.411	0.0007	-0.0046	0.0157	0.0082	-2.7
12.412	0.0067	-0.0105	0.0165	-0.0315	-2.5
12.413	0.0067	-0.012	0.0165	-0.0495	-2.6
12.414	0.0067	-0.0015	0.0165	-0.0285	-2.5
12.415	0.0067	0.0045	0.0127	-0.0105	-2.3
12.416	0.006	0.003	0.015	-0.0091	-2.4
12.417	0.009	0.0007	0.0172	-0.0083	-2.2
12.418	0.0127	0	0.018	-0.003	-2.3
12.419	0.018	0.0015	0.0187	0.0157	-2.1
12.42	0.0202	0.0037	0.0187	0.0247	-2.2
12.421	0.0202	0.003	0.0172	0.0217	-2
12.422	0.0202	0.0015	0.0165	0.0217	-1.9
12.423	0.018	0.0007	0.018	0.015	-2
12.424	0.0142	-0.003	0.0195	0.009	-1.7
12.425	0.0127	-0.0015	0.0165	0.0045	-1.8
12.426	0.0067	-0.0008	0.0142	0.0037	-1.7
12.427	0.0007	-0.0015	0.0157	0.003	-1.6
12.428	-0.0023	0.0007	0.012	-0.0015	-1.6
12.429	-0.0053	0.0007	0.009	0.0007	-1.4
12.43	-0.0053	0	0.0082	0.0007	-1.5
12.431	-0.0046	-0.0008	0.003	0.0007	-1.5
12.432	-0.0015	-0.0008	0.0007	0.0015	-1.2
12.433	0.0052	-0.0008	-0.0015	0.003	-1.2
12.434	0.009	0.0007	-0.0046	0.0067	-1
12.435	0.015	0.0007	-0.0068	0.0075	-1.3
12.436	0.0217	0	-0.0083	0.0082	-1
12.437	0.027	0.0007	-0.0098	0.0075	-1.2
12.438	0.0277	0.0007	-0.012	0.0045	-0.9
12.439	0.0277	-0.0023	-0.0165	-0.0008	-1
12.44	0.0285	-0.003	-0.0188	-0.0053	-0.9
12.441	0.0292	-0.003	-0.0181	-0.0046	-0.9
12.442	0.0322	-0.0053	-0.0203	-0.0015	-1
12.443	0.0322	-0.0038	-0.0248	0.0007	-0.7
12.444	0.0285	-0.0008	-0.0293	-0.0046	-0.7
12.445	0.027	0.0015	-0.0308	-0.015	-0.6
12.446	0.0277	0.0015	-0.03	-0.0105	-0.7
12.447	0.0315	0.0015	-0.0263	-0.0015	-0.5
12.448	0.039	0.0007	-0.0218	-0.0053	-0.6
12.449	0.0427	0.0007	-0.0195	-0.0053	-0.5
12.45	0.0427	0.0045	-0.0203	-0.0023	-0.5
12.451	0.0375	0.003	-0.0203	-0.0038	-0.5
12.452	0.0307	0.0015	-0.0181	-0.0015	-0.3
12.453	0.0217	-0.0008	-0.0188	-0.0015	-0.3
12.454	0.0127	-0.0015	-0.0195	0.0015	-0.3
12.455	0.0075	-0.0008	-0.0181	0.0015	-0.2
12.456	0.003	-0.0015	-0.0181	0.003	-0.4
12.457	-0.003	0.0007	-0.0173	0.0067	0
12.458	-0.0075	0.0037	-0.0158	0.018	-0.1
12.459	-0.0091	0.0045	-0.012	0.0277	-0.1
12.46	-0.0113	-0.0008	-0.0083	0.0195	0.1
12.461	-0.0128	-0.003	0.0007	0.003	0
12.462	-0.0143	-0.0053	-0.0008	-0.0143	0
12.463	-0.0128	-0.0083	-0.0046	-0.033	0.1
12.464	-0.0135	-0.0083	0	-0.0218	0.1
12.465	-0.0143	-0.0053	0	-0.0023	0.2
12.466	-0.0165	-0.0053	-0.003	-0.0091	0.2
12.467	-0.0195	-0.0046	-0.0015	-0.0091	0.4
12.468	-0.0203	-0.003	0.0007	-0.0091	0.3
12.469	-0.021	-0.0038	0.0015	-0.003	0.5
12.47	-0.0203	0.0007	0.0022	0.0105	0.4
12.471	-0.0225	0.0007	0.0052	0.012	0.4
12.472	-0.024	0.0007	0.0075	0.0195	0.5
12.473	-0.0278	0.0007	0.012	0.0202	0.4
12.474	-0.0285	0.0007	0.0142	0.0157	0.5
12.475	-0.0256	-0.0015	0.0187	0.0007	0.5
12.476	-0.027	-0.003	0.0187	-0.0091	0.6
12.477	-0.027	0.0007	0.0127	-0.012	0.6
12.478	-0.0256	0.0015	0.0105	-0.0083	0.8
12.479	-0.0256	0.0022	0.0112	0.0045	0.7
12.48	-0.0256	0.0015	0.0127	0.0082	0.7
12.481	-0.024	-0.0008	0.0157	0.0105	0.7
12.482	-0.0195	0	0.0165	0.0082	0.8
12.483	-0.0195	0	0.0165	0.0052	0.7
12.484	-0.0203	0	0.0172	0.0022	0.8
12.485	-0.015	-0.0015	0.0187	-0.0053	0.7
12.486	-0.0105	-0.003	0.0187	-0.0038	0.9
12.487	-0.0023	-0.0038	0.018	-0.0015	0.7
12.488	0.0045	-0.0008	0.0187	0.003	0.9
12.489	0.012	0.0007	0.0195	0.0045	0.9
12.49	0.0195	0.0015	0.0165	0.0015	0.8
12.491	0.0255	0.0007	0.0105	0.0022	1
12.492	0.0285	0.0007	0.0082	0.0022	0.8
12.493	0.0285	0.0015	0.0067	0.003	1.1
12.494	0.0285	0	0.0052	0	0.9
12.495	0.027	-0.0008	0.0067	-0.0015	0.9
12.496	0.0277	-0.0008	0.0052	-0.0008	0.9
12.497	0.0307	0	0.0052	0.0007	1.1
12.498	0.0307	0.0007	0.0067	-0.0008	0.9
12.499	0.0277	-0.0008	0.0045	-0.0015	1
12.5	0.0232	0.0007	0.0052	-0.0008	1.2
12.501	0.0157	0.0007	0.0022	-0.0015	1
12.502	0.0097	-0.0008	-0.0008	0	0.9
12.503	0.003	-0.0008	-0.0015	0.0015	1.3
12.504	-0.003	0	-0.0046	0.0045	1
12.505	-0.0083	-0.0015	-0.0083	0.0045	1.3
12.506	-0.0105	-0.0023	-0.0083	0.003	0.9
12.507	-0.0113	-0.003	-0.0105	0.0015	1.1
12.508	-0.0128	-0.0053	-0.0143	-0.0075	0.9
12.509	-0.0143	-0.0046	-0.012	-0.0068	1
12.51	-0.0181	-0.0038	-0.0105	-0.0015	1
12.511	-0.0233	-0.0015	-0.012	-0.0015	1.2
12.512	-0.0256	0.0007	-0.0128	0.003	1.2
12.513	-0.027	-0.0008	-0.012	0.0022	1.1
12.514	-0.0293	-0.0023	-0.0098	0.0007	1.3
12.515	-0.027	-0.0015	-0.0113	0.0045	1.3
12.516	-0.0256	-0.0015	-0.0105	0.0045	1
12.517	-0.0248	-0.003	-0.0098	0.0007	1.3
12.518	-0.0233	-0.0008	-0.012	0.0022	1
12.519	-0.0225	0.0015	-0.0083	-0.003	1.2
12.52	-0.024	0.0007	-0.006	-0.0165	1.1
12.521	-0.0203	-0.0008	-0.0068	-0.0098	1.3
12.522	-0.0158	0.003	-0.0068	0.0045	1.3
12.523	-0.012	0.006	-0.0075	0.0165	1.2
12.524	-0.0091	0.006	-0.006	0.0285	1.3
12.525	-0.0105	0.0037	-0.0053	0.0165	1.2
12.526	-0.0053	0.0007	-0.0023	-0.0068	1.4
12.527	-0.003	-0.0008	-0.0015	-0.0248	1.3
12.528	0.0007	-0.0015	-0.003	-0.0248	1.3
12.529	0.0045	-0.0008	-0.0046	-0.0083	1.3
12.53	0.0075	-0.0015	-0.0046	0.0082	1.3
12.531	0.0082	-0.0015	-0.0046	0.018	1.4
12.532	0.0082	0.0015	-0.0038	0.0172	1.2
12.533	0.0082	-0.0008	-0.0023	0.0195	1.3
12.534	0.0112	-0.003	-0.0046	0.0142	1.3
12.535	0.0105	-0.0053	-0.006	-0.0023	1.1
12.536	0.0097	-0.0068	-0.0083	-0.012	1.5
12.537	0.0105	-0.0008	-0.0091	-0.0143	1.1
12.538	0.0105	0.0007	-0.0098	-0.0105	1.5
12.539	0.009	0.0007	-0.012	-0.0128	1
12.54	0.0067	-0.0008	-0.0143	-0.027	1.2
12.541	0.003	0.0007	-0.012	-0.027	1.3
12.542	0	0.0007	-0.0098	-0.003	1.3
12.543	0.0007	0.003	-0.0068	0.0105	1.3
12.544	0.0015	0.0052	-0.0038	0.0082	1.3
12.545	0.0045	0.0045	-0.0053	0.0082	1.3
12.546	0.0067	0.0067	-0.0015	0.0067	1.4
12.547	0.0075	0.0022	0.0007	0.0022	1.4
12.548	0.009	-0.0008	-0.0008	-0.0008	1.4
12.549	0.009	0.0007	0.0007	-0.0015	1.4
12.55	0.0082	-0.0008	0	0.0007	1.5
12.551	0.009	-0.0008	0.0007	0.0052	1.3
12.552	0.0112	-0.0008	0.0052	0.0067	1.3
12.553	0.0142	-0.0008	0.0082	0.0082	1.5
12.554	0.0165	-0.0008	0.009	0.0127	1.4
12.555	0.0127	-0.0008	0.0082	0.0097	1.4
12.556	0.0112	-0.003	0.0097	0.0052	1.3
12.557	0.0127	-0.0008	0.0097	0.0075	1.6
12.558	0.0127	0.0007	0.0097	0.009	1.3
12.559	0.012	-0.0008	0.0105	0.009	1.5
12.56	0.0105	0	0.0105	0.0045	1.4
12.561	0.0067	0	0.012	-0.0008	1.5
12.562	-0.0015	-0.0023	0.0112	-0.0015	1.5
12.563	-0.0068	-0.0008	0.012	0.0045	1.5
12.564	-0.0046	-0.0008	0.0127	0.0067	1.5
12.565	-0.0015	-0.003	0.0112	-0.0015	1.6
12.566	-0.0008	-0.0046	0.0142	-0.0075	1.5
12.567	0.0007	-0.006	0.0157	-0.012	1.6
12.568	0.0022	-0.0046	0.0165	-0.0083	1.3
12.569	0.0067	-0.0038	0.0202	-0.003	1.7
12.57	0.0052	-0.0023	0.0232	-0.0038	1.4
12.571	0.0045	0.0007	0.0232	0.0045	1.5
12.572	0.0052	-0.0015	0.0217	0.0067	1.4
12.573	0.006	-0.003	0.0202	0.0052	1.5
12.574	0.0082	-0.0008	0.0165	0.0015	1.5
12.575	0.0067	-0.0008	0.0142	-0.0015	1.4
12.576	0.0067	0	0.0127	0.0007	1.5
12.577	0.0052	0.0007	0.0127	0	1.6
12.578	0.0045	-0.0008	0.0082	0.0007	1.4
12.579	0.006	-0.0008	0.0037	0.0015	1.5
12.58	0.0045	-0.0008	0.0037	0.0007	1.3
12.581	0.0007	0.0007	0.0007	0.003	1.6
12.582	0	0.0007	0	0.0037	1.5
12.583	-0.0015	-0.0008	-0.0015	0.003	1.6
12.584	-0.003	0.0007	-0.0038	0.0045	1.4
12.585	-0.003	0.0015	-0.0046	0.0022	1.6
12.586	-0.0038	0.0007	-0.0046	0	1.5
12.587	-0.0023	0	-0.0068	0.0015	1.3
12.588	-0.0008	-0.0008	-0.0105	0.0022	1.5
12.589	-0.0023	0.0007	-0.0135	0.0015	1.3
12.59	-0.0023	0.0015	-0.0143	0.003	1.5
12.591	-0.0023	0.0015	-0.0188	0.003	1.5
12.592	-0.0038	0.0007	-0.024	0.003	1.5
12.593	-0.0046	0	-0.027	0.0007	1.4
12.594	-0.0023	-0.0008	-0.0308	0	1.3
12.595	-0.003	0.0007	-0.0338	-0.0015	1.5
12.596	-0.0008	0.0007	-0.0368	-0.0008	1.3
12.597	-0.0015	0	-0.0383	-0.0008	1.4
12.598	-0.003	-0.003	-0.0368	-0.003	1.4
12.599	-0.0023	-0.0038	-0.033	-0.0023	1.3
12.6	-0.0046	-0.0015	-0.0256	-0.0015	1.4
12.601	-0.003	-0.0015	-0.0188	-0.0008	1.2
12.602	-0.003	-0.0015	-0.0105	0	1.5
12.603	-0.0046	-0.0008	-0.0008	-0.0008	1.4
12.604	-0.0038	-0.0008	0.0105	-0.0015	1.5
12.605	-0.0015	0.0007	0.0165	-0.0023	1.3
12.606	-0.0015	0.0007	0.0217	-0.0023	1.5
12.607	-0.0015	0.0007	0.0277	0	1.3
12.608	-0.0015	0.0015	0.0315	0.0037	1.4
12.609	-0.0046	0.003	0.036	0.0067	1.4
12.61	-0.0068	0.003	0.0405	0.0075	1.3
12.611	-0.0053	0.0022	0.042	0.003	1.5
12.612	-0.0046	0.0015	0.042	-0.0053	1.4
12.613	-0.0046	-0.0008	0.0427	-0.0105	1.3
12.614	-0.0053	-0.0015	0.0405	-0.012	1.3
12.615	-0.0053	0	0.039	-0.0053	1.3
12.616	-0.0046	0.0007	0.0397	0.0067	1.4
12.617	-0.0053	0.0007	0.0367	0.009	1.3
12.618	-0.0075	0.0007	0.033	0.006	1.2
12.619	-0.0068	-0.0008	0.0322	0.0015	1.4
12.62	-0.0068	-0.0008	0.0292	-0.0008	1.3
12.621	-0.0068	-0.0008	0.0255	0.0082	1.5
12.622	-0.0068	-0.0008	0.0217	0.012	1.3
12.623	-0.0083	-0.0008	0.0135	0.0067	1.3
12.624	-0.0083	0.0015	0.0075	0.0015	1.3
12.625	-0.0083	-0.0008	0.0015	-0.0083	1.3
12.626	-0.0068	-0.0038	-0.0046	-0.0218	1.3
12.627	-0.0053	-0.0038	-0.0091	-0.0195	1.1
12.628	-0.0053	-0.0038	-0.0143	-0.012	1.1
12.629	-0.0038	-0.0023	-0.0233	-0.0038	1.1
12.63	-0.003	-0.0008	-0.033	0.0082	1.2
12.631	-0.0023	0.0007	-0.0458	0.0067	1.3
12.632	-0.003	0.0007	-0.0578	0.003	1.2
12.633	-0.0023	0	-0.0638	0.0045	1.3
12.634	-0.0015	0.0007	-0.0668	0.003	1
12.635	-0.0046	0.0022	-0.0653	0.0052	1.3
12.636	-0.0038	0.003	-0.0645	0.0067	1.1
12.637	-0.003	0.0015	-0.063	0.0082	1.3
12.638	-0.003	-0.0008	-0.0593	0.0075	1.1
12.639	-0.0015	-0.0015	-0.057	0.0045	1.2
12.64	0	-0.0015	-0.0503	0.003	1
12.641	0.0015	-0.0023	-0.0436	0.0022	1.1
12.642	0.0022	-0.003	-0.0398	0.0015	1.2
12.643	0.003	-0.0023	-0.0361	0.003	1
12.644	0.0015	-0.0015	-0.0323	0.0045	1
12.645	0.0022	-0.0015	-0.027	0.0045	1.2
12.646	0.0015	-0.003	-0.0233	0.0045	1.2
12.647	0.0015	-0.0023	-0.0203	0.003	1
12.648	0.0052	-0.0015	-0.0165	0.0015	1.1
12.649	0.0052	-0.0015	-0.0143	0.0022	1.1
12.65	0.0067	-0.0008	-0.0128	0	1.1
12.651	0.0082	-0.0015	-0.0105	-0.0015	0.9
12.652	0.0112	-0.0023	-0.0068	-0.0015	1.1
12.653	0.0127	-0.0015	-0.0068	-0.0015	1.1
12.654	0.0067	-0.0023	-0.006	-0.0038	1.3
12.655	0.003	-0.003	-0.0046	-0.006	1
12.656	0.0037	-0.003	-0.0008	-0.0053	1
12.657	0.0037	-0.003	0.0007	-0.0038	1.1
12.658	0.003	-0.0038	0	-0.0008	1
12.659	0.003	-0.003	0.0052	0.003	1.2
12.66	0.0045	-0.003	0.0082	0.0045	1
12.661	0.0082	-0.0023	0.0067	0.0045	1.2
12.662	0.0097	-0.0008	0.0045	0.0007	1
12.663	0.012	0	0.0037	0.0015	0.9
12.664	0.009	0.0015	0.0015	0.0127	1.2
12.665	0.0052	0.0037	0.0007	0.018	0.9
12.666	0.0052	0.003	0.0022	0.009	1.2
12.667	0.0037	0.0015	0.0052	0.006	0.9
12.668	0.0015	0.0007	0.0067	0.003	1.2
12.669	-0.0008	-0.0008	0.0052	-0.0068	1.1
12.67	-0.0008	-0.0015	0.0082	0.0007	1.2
12.671	0.0015	0	0.0105	0.0097	1
12.672	0	0.0015	0.012	0.003	0.9
12.673	-0.0015	0	0.0142	-0.0068	1
12.674	-0.0015	-0.0038	0.0142	-0.0128	1.1
12.675	-0.003	-0.0046	0.0157	-0.0203	0.9
12.676	-0.0023	-0.0053	0.0187	-0.027	0.9
12.677	-0.0008	-0.0075	0.0187	-0.0181	0.7
12.678	-0.0008	-0.0068	0.0157	-0.0083	1
12.679	-0.0015	-0.0038	0.0172	-0.0053	0.9
12.68	-0.0008	-0.003	0.0172	0.0045	1.1
12.681	0.0007	-0.0008	0.015	0.018	0.9
12.682	0.0015	0.003	0.0165	0.0165	0.9
12.683	0.0015	0.0015	0.0165	0.0015	1
12.684	-0.0008	0.0045	0.0142	-0.0046	0.7
12.685	-0.0015	0.0067	0.0127	-0.0053	1.1
12.686	-0.0015	0.0045	0.0135	-0.0023	0.8
12.687	-0.0008	0.0037	0.012	0.0052	1
12.688	0.0015	0.0045	0.009	0.0082	0.9
12.689	-0.0008	0.0067	0.0082	0.009	0.9
12.69	0.0007	0.0067	0.0112	0.0015	0.9
12.691	-0.0008	0	0.012	0	0.9
12.692	-0.0015	-0.0015	0.0127	-0.0008	0.9
12.693	0.0007	-0.0023	0.0135	0.0007	0.9
12.694	0.0007	-0.003	0.0112	0.0105	0.7
12.695	0.0015	-0.0008	0.0105	0.0105	1
12.696	0.0007	-0.0023	0.0097	0.003	0.7
12.697	0.0007	-0.0038	0.0105	-0.0068	1
12.698	-0.003	-0.0023	0.0082	-0.0068	0.7
12.699	-0.003	0	0.0105	0.0045	0.9
