   Elapsed time	   RESP	  ECG I	  ECG V	 ECG II	  PLETH	    ABP
        189.344	  0.000	  0.054	  0.810	  0.540	  0.512	142.764
        189.352	  0.000	  0.069	  0.781	  0.565	  0.510	141.200
        189.360	  0.000	  0.005	  0.800	  0.545	  0.510	139.048
        189.368	  0.000	 -0.049	  0.805	  0.525	  0.509	136.310
        189.376	  0.000	 -0.084	  0.840	  0.495	  0.509	132.986
        189.384	  0.000	 -0.121	  0.845	  0.475	  0.509	129.270
        189.392	  0.000	 -0.140	  0.800	  0.470	  0.509	125.554
        189.400	  0.000	 -0.091	  0.840	  0.575	  0.509	122.034
        189.408	  0.000	 -0.074	  0.835	  0.515	  0.508	119.100
        189.416	  0.000	 -0.059	  0.855	  0.515	  0.507	116.558
        189.424	  0.000	 -0.131	  0.815	  0.455	  0.506	114.407
        189.432	  0.000	 -0.135	  0.810	  0.445	  0.506	112.842
        189.440	  0.000	 -0.155	  0.941	  0.485	  0.506	111.669
        189.448	  0.000	  0.044	  1.049	  0.611	  0.508	110.496
        189.456	  0.000	  0.325	  0.426	  0.735	  0.510	109.909
        189.464	  0.000	  0.786	 -0.281	  0.815	  0.514	109.127
        189.472	  0.000	  0.534	 -0.365	  0.660	  0.518	108.735
        189.480	  0.000	  0.126	  0.384	  0.520	  0.523	108.149
        189.488	  0.000	 -0.111	  0.744	  0.435	  0.527	107.562
        189.496	  0.000	 -0.204	  0.850	  0.400	  0.530	106.780
        189.504	  0.000	 -0.229	  0.894	  0.400	  0.534	105.997
        189.512	  0.000	 -0.195	  0.909	  0.420	  0.539	105.215
        189.520	  0.000	 -0.126	  0.946	  0.505	  0.543	104.433
        189.528	  0.000	 -0.039	  0.975	  0.595	  0.549	103.455
        189.536	  0.000	 -0.131	  0.931	  0.510	  0.556	102.477
        189.544	  0.000	 -0.150	  0.946	  0.495	  0.562	101.499
        189.552	  0.000	 -0.140	  0.951	  0.450	  0.568	100.522
        189.560	  0.000	 -0.121	  0.931	  0.465	  0.572	 99.544
        189.568	  0.000	 -0.135	  0.914	  0.470	  0.575	 98.761
        189.576	  0.000	 -0.145	  0.941	  0.445	  0.577	 97.784
        189.584	  0.000	 -0.101	  0.966	  0.475	  0.577	 97.001
        189.592	  0.000	 -0.064	  0.961	  0.490	  0.576	 96.219
        189.600	  0.000	 -0.044	  0.970	  0.545	  0.574	 95.241
        189.608	  0.000	 -0.030	  0.961	  0.570	  0.573	 94.655
        189.616	  0.000	 -0.020	  0.980	  0.555	  0.573	 93.677
        189.624	  0.000	 -0.091	  0.970	  0.500	  0.572	 92.894
        189.632	  0.000	 -0.096	  0.970	  0.460	  0.572	 92.112
        189.640	  0.000	 -0.101	  0.956	  0.450	  0.570	 91.330
        189.648	  0.000	  0.010	  0.980	  0.595	  0.568	 90.548
        189.656	  0.000	 -0.025	  0.970	  0.570	  0.565	 90.157
        189.664	  0.000	 -0.054	  0.941	  0.530	  0.563	 90.352
        189.672	  0.000	 -0.084	  0.946	  0.430	  0.560	 91.721
        189.680	  0.000	 -0.059	  0.909	  0.480	  0.559	 94.850
        189.688	  0.000	 -0.106	  0.860	  0.470	  0.557	 99.544
        189.696	  0.000	 -0.091	  0.865	  0.510	  0.556	105.606
        189.704	  0.000	 -0.079	  0.869	  0.520	  0.556	111.864
        189.712	  0.000	 -0.106	  0.879	  0.480	  0.557	117.927
        189.720	  0.000	 -0.096	  0.869	  0.470	  0.556	123.207
        189.728	  0.000	 -0.064	  0.879	  0.485	  0.554	127.510
        189.736	  0.000	 -0.049	  0.860	  0.475	  0.552	131.226
        189.744	  0.000	 -0.079	  0.855	  0.505	  0.547	133.964
        189.752	  0.000	 -0.106	  0.835	  0.460	  0.542	136.310
        189.760	  0.000	 -0.084	  0.855	  0.440	  0.535	138.070
        189.768	  0.000	 -0.079	  0.830	  0.490	  0.530	139.635
        189.776	  0.000	 -0.111	  0.850	  0.440	  0.524	140.808
        189.784	  0.000	 -0.069	  0.865	  0.490	  0.519	141.786
        189.792	  0.000	 -0.084	  0.860	  0.500	  0.515	142.569
        189.800	  0.000	 -0.074	  0.820	  0.515	  0.512	143.155
        189.808	  0.000	 -0.079	  0.815	  0.505	  0.509	143.546
        189.816	  0.000	 -0.030	  0.869	  0.490	  0.506	143.546
        189.824	  0.000	 -0.044	  0.830	  0.485	  0.502	143.351
        189.832	  0.000	  0.034	  0.874	  0.505	  0.500	142.764
        189.840	  0.000	  0.049	  0.830	  0.520	  0.499	141.786
        189.848	  0.000	  0.079	  0.805	  0.560	  0.498	140.417
        189.856	  0.000	  0.044	  0.771	  0.560	  0.498	138.657
        189.864	  0.000	  0.010	  0.791	  0.550	  0.497	136.310
        189.872	  0.000	 -0.059	  0.771	  0.515	  0.497	133.377
        189.880	  0.000	 -0.069	  0.766	  0.520	  0.496	129.857
        189.888	  0.001	 -0.121	  0.744	  0.450	  0.495	126.141
        189.896	  0.002	 -0.140	  0.766	  0.450	  0.493	122.621
        189.904	  0.012	 -0.116	  0.786	  0.475	  0.490	119.296
        189.912	  0.022	 -0.084	  0.800	  0.465	  0.487	116.363
        189.920	  0.030	 -0.074	  0.815	  0.470	  0.484	114.016
        189.928	  0.040	 -0.116	  0.820	  0.475	  0.481	112.256
        189.936	  0.049	 -0.140	  0.791	  0.480	  0.478	110.887
        189.944	  0.058	 -0.160	  0.926	  0.450	  0.477	109.909
        189.952	  0.065	  0.030	  0.995	  0.485	  0.476	108.931
        189.960	  0.073	  0.461	  0.426	  0.650	  0.476	108.149
        189.968	  0.081	  0.889	 -0.195	  0.760	  0.477	107.366
        189.976	  0.089	  0.510	 -0.234	  0.665	  0.479	106.780
        189.984	  0.097	  0.086	  0.421	  0.465	  0.482	106.193
        189.992	  0.106	 -0.111	  0.749	  0.435	  0.487	105.411
        190.000	  0.113	 -0.175	  0.830	  0.445	  0.491	104.824
        190.008	  0.121	 -0.195	  0.825	  0.415	  0.496	104.237
        190.016	  0.130	 -0.175	  0.889	  0.450	  0.500	103.455
        190.024	  0.138	 -0.140	  0.904	  0.485	  0.505	102.673
        190.032	  0.145	 -0.135	  0.914	  0.480	  0.509	102.086
        190.040	  0.152	 -0.101	  0.899	  0.505	  0.513	101.499
        190.048	  0.155	 -0.135	  0.894	  0.450	  0.518	100.913
        190.056	  0.160	 -0.190	  0.840	  0.400	  0.522	100.326
        190.064	  0.163	 -0.135	  0.874	  0.445	  0.526	 99.739
        190.072	  0.166	 -0.121	  0.874	  0.425	  0.529	 99.153
        190.080	  0.167	 -0.044	  0.914	  0.550	  0.531	 98.566
        190.088	  0.168	 -0.049	  0.909	  0.520	  0.533	 97.979
        190.096	  0.165	  0.000	  0.946	  0.550	  0.534	 97.197
        190.104	  0.161	 -0.064	  0.926	  0.510	  0.534	 96.610
        190.112	  0.155	 -0.074	  0.931	  0.495	  0.534	 95.828
        190.120	  0.150	 -0.074	  0.941	  0.525	  0.534	 95.241
        190.128	  0.144	 -0.049	  0.919	  0.515	  0.536	 94.655
        190.136	  0.138	 -0.034	  0.946	  0.525	  0.537	 93.872
        190.144	  0.133	  0.010	  0.980	  0.585	  0.539	 93.286
        190.152	  0.127	  0.025	  1.010	  0.565	  0.540	 92.699
        190.160	  0.120	  0.000	  1.000	  0.550	  0.542	 92.308
        190.168	  0.114	  0.005	  0.956	  0.590	  0.542	 92.699
        190.176	  0.106	 -0.015	  0.926	  0.600	  0.541	 94.459
        190.184	  0.098	 -0.005	  0.879	  0.550	  0.538	 97.784
        190.192	  0.090	 -0.025	  0.865	  0.535	  0.535	102.868
        190.200	  0.082	  0.025	  0.894	  0.545	  0.531	109.127
        190.208	  0.074	  0.054	  0.884	  0.575	  0.526	115.580
        190.216	  0.066	  0.064	  0.869	  0.620	  0.521	121.643
        190.224	  0.062	  0.025	  0.855	  0.630	  0.516	126.923
        190.232	  0.058	  0.030	  0.860	  0.585	  0.513	131.226
        190.240	  0.056	 -0.025	  0.845	  0.560	  0.511	134.746
        190.248	  0.054	 -0.020	  0.825	  0.560	  0.510	137.484
        190.256	  0.052	 -0.025	  0.796	  0.575	  0.510	139.831
        190.264	  0.051	 -0.030	  0.835	  0.525	  0.508	141.786
        190.272	  0.050	  0.015	  0.869	  0.535	  0.506	143.155
        190.280	  0.049	  0.039	  0.889	  0.565	  0.504	144.524
        190.288	  0.050	  0.020	  0.840	  0.600	  0.501	145.306
        190.296	  0.051	  0.010	  0.865	  0.650	  0.500	146.089
        190.304	  0.053	  0.054	  0.879	  0.620	  0.499	146.284
        190.312	  0.055	  0.074	  0.860	  0.630	  0.498	146.284
        190.320	  0.056	  0.049	  0.865	  0.590	  0.491	145.893
        190.328	  0.056	  0.111	  0.855	  0.620	  0.481	145.306
        190.336	  0.055	  0.145	  0.874	  0.640	  0.477	144.524
        190.344	  0.053	  0.155	  0.825	  0.685	  0.476	143.546
        190.352	  0.047	  0.121	  0.791	  0.630	  0.475	142.177
        190.360	  0.041	  0.106	  0.796	  0.570	  0.475	140.222
        190.368	  0.031	  0.034	  0.761	  0.530	  0.473	138.070
        190.376	  0.022	  0.005	  0.786	  0.520	  0.472	135.137
        190.384	  0.013	 -0.015	  0.786	  0.565	  0.471	131.812
        190.392	  0.005	 -0.044	  0.800	  0.550	  0.469	128.097
        190.400	  0.002	 -0.020	  0.805	  0.595	  0.468	124.576
        190.408	  0.000	 -0.010	  0.815	  0.590	  0.466	121.252
        190.416	  0.000	  0.005	  0.796	  0.600	  0.465	118.514
        190.424	  0.000	 -0.049	  0.786	  0.530	  0.463	116.363
        190.432	  0.000	 -0.044	  0.805	  0.535	  0.462	114.407
        190.440	  0.000	 -0.069	  0.786	  0.500	  0.461	113.038
        190.448	  0.000	 -0.005	  1.025	  0.600	  0.461	111.864
        190.456	  0.000	  0.200	  0.766	  0.670	  0.460	110.887
        190.464	  0.000	  0.626	  0.069	  0.791	  0.461	110.300
        190.472	  0.000	  0.951	 -0.461	  0.820	  0.464	109.713
        190.480	  0.000	  0.559	 -0.049	  0.750	  0.469	109.127
        190.488	  0.000	  0.059	  0.480	  0.595	  0.476	108.735
        190.496	  0.000	 -0.079	  0.796	  0.530	  0.482	108.344
        190.504	  0.000	 -0.140	  0.865	  0.465	  0.490	107.953
        190.512	  0.000	 -0.121	  0.894	  0.480	  0.498	107.366
        190.520	  0.000	 -0.135	  0.914	  0.495	  0.505	106.780
        190.528	  0.000	 -0.079	  0.961	  0.565	  0.511	105.997
        190.536	  0.000	 -0.054	  0.946	  0.575	  0.516	105.411
        190.544	  0.000	 -0.059	  0.919	  0.550	  0.521	104.628
        190.552	  0.000	 -0.074	  0.889	  0.530	  0.524	103.846
        190.560	  0.000	 -0.069	  0.919	  0.545	  0.527	103.064
        190.568	  0.000	 -0.054	  0.914	  0.550	  0.530	102.282
        190.576	  0.000	 -0.005	  0.956	  0.585	  0.533	101.499
        190.584	  0.000	  0.005	  0.941	  0.570	  0.535	100.717
        190.592	  0.000	 -0.015	  0.966	  0.615	  0.535	 99.935
        190.600	  0.000	  0.030	  0.946	  0.635	  0.536	 99.153
        190.608	  0.000	 -0.015	  0.975	  0.560	  0.536	 98.566
        190.616	  0.000	  0.010	  0.995	  0.580	  0.536	 97.979
        190.624	  0.000	 -0.025	  1.025	  0.560	  0.536	 97.393
        190.632	  0.000	  0.015	  1.030	  0.590	  0.536	 96.610
        190.640	  0.000	  0.005	  1.000	  0.605	  0.536	 96.024
        190.648	  0.000	  0.030	  1.039	  0.660	  0.536	 95.241
        190.656	  0.000	  0.005	  1.010	  0.595	  0.536	 94.655
        190.664	  0.000	  0.025	  1.020	  0.611	  0.535	 94.655
        190.672	  0.000	  0.020	  0.990	  0.585	  0.534	 95.828
        190.680	  0.000	  0.034	  0.975	  0.620	  0.533	 98.370
        190.688	  0.000	 -0.005	  0.946	  0.585	  0.532	102.673
        190.696	  0.000	  0.005	  0.926	  0.615	  0.530	108.735
        190.704	  0.000	 -0.049	  0.850	  0.555	  0.528	115.580
        190.712	  0.000	 -0.091	  0.855	  0.500	  0.525	122.230
        190.720	  0.000	 -0.074	  0.840	  0.525	  0.522	128.097
        190.728	  0.000	 -0.030	  0.869	  0.590	  0.518	132.986
        190.736	  0.000	 -0.034	  0.855	  0.550	  0.515	136.897
        190.744	  0.000	  0.015	  0.860	  0.585	  0.512	140.026
        190.752	  0.000	 -0.015	  0.855	  0.555	  0.508	142.569
        190.760	  0.000	 -0.039	  0.874	  0.530	  0.505	144.720
        190.768	  0.000	 -0.044	  0.855	  0.535	  0.501	146.480
        190.776	  0.000	 -0.030	  0.869	  0.560	  0.498	147.849
        190.784	  0.000	 -0.025	  0.835	  0.570	  0.495	148.827
        190.792	  0.000	 -0.091	  0.879	  0.505	  0.491	149.609
        190.800	  0.000	 -0.015	  0.865	  0.600	  0.489	150.000
        190.808	  0.000	  0.000	  0.860	  0.630	  0.487	150.196
        190.816	  0.000	  0.020	  0.884	  0.595	  0.487	150.000
        190.824	  0.000	  0.025	  0.884	  0.570	  0.487	149.609
        190.832	  0.000	  0.064	  0.904	  0.590	  0.487	149.022
        190.840	  0.000	  0.049	  0.860	  0.595	  0.486	148.240
        190.848	  0.000	  0.054	  0.820	  0.580	  0.486	147.067
        190.856	  0.000	  0.044	  0.810	  0.565	  0.486	145.502
        190.864	  0.000	  0.054	  0.776	  0.605	  0.485	143.351
        190.872	  0.000	  0.005	  0.810	  0.550	  0.483	140.808
        190.880	  0.000	  0.025	  0.855	  0.570	  0.480	137.875
        190.888	  0.000	 -0.044	  0.815	  0.540	  0.478	134.355
        190.896	  0.000	 -0.069	  0.825	  0.530	  0.475	130.639
        190.904	  0.000	 -0.064	  0.805	  0.550	  0.473	126.923
        190.912	  0.008	 -0.096	  0.810	  0.510	  0.472	123.599
        190.920	  0.016	 -0.079	  0.805	  0.505	  0.471	120.665
        190.928	  0.023	 -0.101	  0.825	  0.495	  0.469	118.318
        190.936	  0.031	 -0.091	  0.786	  0.520	  0.469	116.558
        190.944	  0.040	 -0.116	  0.855	  0.515	  0.469	115.189
        190.952	  0.049	 -0.069	  1.049	  0.565	  0.468	114.016
        190.960	  0.057	  0.165	  0.805	  0.645	  0.469	113.233
        190.968	  0.065	  0.596	  0.064	  0.795	  0.471	112.451
        190.976	  0.071	  0.845	 -0.431	  0.841	  0.474	111.864
        190.984	  0.078	  0.374	  0.000	  0.645	  0.476	111.082
        190.992	  0.084	  0.010	  0.559	  0.540	  0.479	110.496
        191.000	  0.091	 -0.101	  0.796	  0.485	  0.484	109.713
        191.008	  0.096	 -0.126	  0.889	  0.475	  0.488	108.931
        191.016	  0.101	 -0.155	  0.919	  0.500	  0.493	107.953
        191.024	  0.106	 -0.185	  0.889	  0.440	  0.498	107.171
        191.032	  0.110	 -0.140	  0.919	  0.470	  0.502	106.389
        191.040	  0.114	 -0.155	  0.894	  0.480	  0.506	105.411
        191.048	  0.119	 -0.101	  0.951	  0.495	  0.511	104.628
        191.056	  0.121	 -0.111	  0.926	  0.475	  0.516	104.042
        191.064	  0.124	 -0.091	  0.931	  0.495	  0.521	103.260
        191.072	  0.126	 -0.096	  0.926	  0.500	  0.526	102.477
        191.080	  0.127	 -0.074	  0.946	  0.530	  0.530	101.891
        191.088	  0.128	 -0.084	  0.926	  0.465	  0.532	101.108
        191.096	  0.129	 -0.044	  0.951	  0.525	  0.533	100.326
        191.104	  0.130	 -0.034	  0.931	  0.530	  0.534	 99.544
        191.112	  0.130	  0.015	  0.985	  0.580	  0.533	 98.957
        191.120	  0.129	  0.020	  0.995	  0.565	  0.531	 98.175
        191.128	  0.128	 -0.010	  1.015	  0.580	  0.529	 97.393
        191.136	  0.126	 -0.015	  0.990	  0.545	  0.526	 96.610
        191.144	  0.124	  0.000	  0.995	  0.555	  0.523	 95.632
        191.152	  0.121	 -0.005	  0.961	  0.525	  0.522	 94.850
        191.160	  0.118	  0.020	  1.005	  0.560	  0.521	 94.263
        191.168	  0.114	  0.025	  0.966	  0.585	  0.523	 93.872
        191.176	  0.110	 -0.020	  0.936	  0.550	  0.526	 94.655
        191.184	  0.109	  0.015	  0.894	  0.580	  0.528	 96.610
        191.192	  0.107	 -0.069	  0.869	  0.515	  0.530	100.522
        191.200	  0.107	 -0.054	  0.874	  0.495	  0.531	106.193
        191.208	  0.106	 -0.034	  0.845	  0.520	  0.530	112.451
        191.216	  0.104	 -0.064	  0.869	  0.510	  0.528	118.905
        191.224	  0.103	 -0.039	  0.835	  0.495	  0.524	124.576
        191.232	  0.100	  0.005	  0.865	  0.565	  0.519	129.661
        191.240	  0.098	 -0.039	  0.820	  0.570	  0.515	133.572
        191.248	  0.096	 -0.079	  0.840	  0.485	  0.511	136.702
        191.256	  0.095	 -0.054	  0.805	  0.495	  0.508	139.244
        191.264	  0.095	 -0.034	  0.830	  0.520	  0.506	141.200
        191.272	  0.094	 -0.049	  0.840	  0.495	  0.506	142.960
        191.280	  0.094	 -0.054	  0.850	  0.505	  0.507	144.329
        191.288	  0.093	 -0.096	  0.810	  0.475	  0.507	145.502
        191.296	  0.093	 -0.069	  0.850	  0.515	  0.506	146.284
        191.304	  0.093	 -0.059	  0.815	  0.520	  0.505	146.871
        191.312	  0.094	 -0.020	  0.860	  0.500	  0.503	147.262
        191.320	  0.096	  0.000	  0.869	  0.540	  0.501	147.458
        191.328	  0.100	  0.034	  0.855	  0.585	  0.500	147.262
        191.336	  0.104	  0.025	  0.805	  0.565	  0.498	146.871
        191.344	  0.109	  0.059	  0.786	  0.620	  0.496	146.284
        191.352	  0.113	  0.044	  0.776	  0.565	  0.495	145.306
        191.360	  0.119	  0.039	  0.749	  0.515	  0.493	143.938
        191.368	  0.125	  0.059	  0.744	  0.545	  0.492	141.982
        191.376	  0.132	  0.010	  0.776	  0.510	  0.491	139.244
        191.384	  0.139	 -0.059	  0.800	  0.490	  0.490	136.310
        191.392	  0.146	 -0.091	  0.781	  0.495	  0.488	132.595
        191.400	  0.153	 -0.096	  0.786	  0.510	  0.486	128.879
        191.408	  0.160	 -0.111	  0.781	  0.465	  0.484	125.359
        191.416	  0.167	 -0.084	  0.786	  0.480	  0.481	122.034
        191.424	  0.173	 -0.121	  0.776	  0.460	  0.478	119.296
        191.432	  0.180	 -0.101	  0.781	  0.495	  0.475	116.949
        191.440	  0.186	 -0.140	  0.761	  0.480	  0.472	115.189
        191.448	  0.193	 -0.126	  0.791	  0.490	  0.470	113.625
        191.456	  0.199	 -0.131	  0.990	  0.540	  0.469	112.647
        191.464	  0.206	  0.190	  0.805	  0.640	  0.469	111.669
        191.472	  0.212	  0.626	  0.155	  0.720	  0.470	110.887
        191.480	  0.218	  0.835	 -0.244	  0.650	  0.472	110.104
        191.488	  0.224	  0.266	  0.106	  0.475	  0.474	109.322
        191.496	  0.230	 -0.044	  0.554	  0.450	  0.476	108.735
        191.504	  0.236	 -0.155	  0.761	  0.440	  0.479	107.953
        191.512	  0.240	 -0.160	  0.825	  0.470	  0.483	107.366
        191.520	  0.244	 -0.155	  0.874	  0.400	  0.488	106.780
        191.528	  0.249	 -0.185	  0.889	  0.389	  0.495	105.997
        191.536	  0.253	 -0.145	  0.865	  0.470	  0.501	105.411
        191.544	  0.257	 -0.150	  0.894	  0.500	  0.509	104.628
        191.552	  0.261	 -0.160	  0.855	  0.510	  0.516	103.846
        191.560	  0.265	 -0.135	  0.855	  0.435	  0.521	103.064
        191.568	  0.267	 -0.096	  0.850	  0.485	  0.524	102.086
        191.576	  0.270	 -0.135	  0.884	  0.450	  0.526	101.108
        191.584	  0.272	 -0.084	  0.899	  0.480	  0.528	100.326
        191.592	  0.274	 -0.059	  0.889	  0.510	  0.530	 99.348
        191.600	  0.277	 -0.106	  0.874	  0.475	  0.532	 98.566
        191.608	  0.279	 -0.121	  0.879	  0.420	  0.535	 97.979
        191.616	  0.281	 -0.084	  0.899	  0.485	  0.537	 97.197
        191.624	  0.283	 -0.091	  0.874	  0.520	  0.538	 96.610
        191.632	  0.286	 -0.044	  0.926	  0.530	  0.538	 96.024
        191.640	  0.289	 -0.064	  0.941	  0.505	  0.536	 95.437
        191.648	  0.294	 -0.010	  0.961	  0.560	  0.534	 94.850
        191.656	  0.298	 -0.044	  0.951	  0.505	  0.532	 94.263
        191.664	  0.302	 -0.030	  0.966	  0.520	  0.531	 94.068
        191.672	  0.306	 -0.049	  0.919	  0.495	  0.529	 93.872
        191.680	  0.309	 -0.054	  0.899	  0.490	  0.527	 94.655
        191.688	  0.313	 -0.069	  0.869	  0.500	  0.526	 96.806
        191.696	  0.316	 -0.039	  0.874	  0.525	  0.524	100.717
        191.704	  0.319	 -0.116	  0.835	  0.460	  0.522	106.193
        191.712	  0.322	 -0.069	  0.825	  0.480	  0.518	112.647
        191.720	  0.325	 -0.116	  0.805	  0.430	  0.513	118.709
        191.728	  0.326	 -0.079	  0.786	  0.445	  0.507	124.381
        191.736	  0.327	 -0.084	  0.776	  0.475	  0.500	129.074
        191.744	  0.328	 -0.059	  0.825	  0.510	  0.494	132.790
        191.752	  0.328	 -0.126	  0.766	  0.460	  0.489	135.919
        191.760	  0.326	 -0.135	  0.756	  0.445	  0.486	138.266
        191.768	  0.325	 -0.096	  0.786	  0.440	  0.484	140.417
